Year,Date,Hour,Minute,Upstream,Downstream,Passage,Reviewer,Comments
2018,4-Jul,05:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,05:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,05:00:00,50,NA,NA,0,NA,NA
2018,4-Jul,06:00:00,0,0,0,0,WK,NA
2018,4-Jul,06:00:00,10,0,0,0,WK,NA
2018,4-Jul,06:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,06:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,06:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,06:00:00,50,1,0,1,EPA,NA
2018,4-Jul,07:00:00,0,0,0,0,EPA,NA
2018,4-Jul,07:00:00,10,1,0,1,WK,NA
2018,4-Jul,07:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,07:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,07:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,07:00:00,50,NA,NA,0,NA,NA
2018,4-Jul,08:00:00,0,0,0,0,WK,NA
2018,4-Jul,08:00:00,10,0,0,0,WK,NA
2018,4-Jul,08:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,08:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,08:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,08:00:00,50,0,0,0,EPA,NA
2018,4-Jul,09:00:00,0,0,0,0,EPA,NA
2018,4-Jul,09:00:00,10,1,0,1,WK,NA
2018,4-Jul,09:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,09:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,09:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,09:00:00,50,NA,NA,0,NA,NA
2018,4-Jul,10:00:00,0,0,0,0,WK,NA
2018,4-Jul,10:00:00,10,0,0,0,WK,NA
2018,4-Jul,10:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,10:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,10:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,10:00:00,50,0,0,0,EPA,NA
2018,4-Jul,11:00:00,0,0,0,0,EPA,NA
2018,4-Jul,11:00:00,10,0,0,0,WK,NA
2018,4-Jul,11:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,11:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,11:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,11:00:00,50,NA,NA,0,NA,NA
2018,4-Jul,12:00:00,0,1,0,1,WK,NA
2018,4-Jul,12:00:00,10,0,0,0,WK,NA
2018,4-Jul,12:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,12:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,12:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,12:00:00,50,0,0,0,EPA,NA
2018,4-Jul,13:00:00,0,0,0,0,EPA,NA
2018,4-Jul,13:00:00,10,0,0,0,WK,NA
2018,4-Jul,13:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,13:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,13:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,13:00:00,50,NA,NA,0,NA,NA
2018,4-Jul,14:00:00,0,0,0,0,WK,NA
2018,4-Jul,14:00:00,10,1,0,1,WK,NA
2018,4-Jul,14:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,14:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,14:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,14:00:00,50,0,0,0,EPA,NA
2018,4-Jul,15:00:00,0,0,0,0,EPA,NA
2018,4-Jul,15:00:00,10,0,0,0,WK,NA
2018,4-Jul,15:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,15:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,15:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,15:00:00,50,NA,NA,0,NA,NA
2018,4-Jul,16:00:00,0,0,0,0,WK,NA
2018,4-Jul,16:00:00,10,0,0,0,WK,NA
2018,4-Jul,16:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,16:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,16:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,16:00:00,50,3,0,3,EPA,NA
2018,4-Jul,17:00:00,0,0,0,0,EPA,NA
2018,4-Jul,17:00:00,10,0,0,0,WK,NA
2018,4-Jul,17:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,17:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,17:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,17:00:00,50,NA,NA,0,NA,NA
2018,4-Jul,18:00:00,0,0,0,0,WK,NA
2018,4-Jul,18:00:00,10,1,0,1,WK,NA
2018,4-Jul,18:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,18:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,18:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,18:00:00,50,0,0,0,EPA,NA
2018,4-Jul,19:00:00,0,3,4,-1,EPA,NA
2018,4-Jul,19:00:00,10,1,0,1,WK,NA
2018,4-Jul,19:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,19:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,19:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,19:00:00,50,NA,NA,0,NA,NA
2018,4-Jul,20:00:00,0,0,0,0,WK,NA
2018,4-Jul,20:00:00,10,0,0,0,WK,NA
2018,4-Jul,20:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,20:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,20:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,20:00:00,50,1,0,1,EPA,NA
2018,4-Jul,21:00:00,0,0,0,0,EPA,NA
2018,4-Jul,21:00:00,10,1,0,1,WK,NA
2018,4-Jul,21:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,21:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,21:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,21:00:00,50,NA,NA,0,NA,NA
2018,4-Jul,22:00:00,0,0,0,0,WK,NA
2018,4-Jul,22:00:00,10,0,0,0,WK,NA
2018,4-Jul,22:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,22:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,22:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,22:00:00,50,0,0,0,EPA,NA
2018,4-Jul,23:00:00,0,0,0,0,EPA,NA
2018,4-Jul,23:00:00,10,0,0,0,WK,NA
2018,4-Jul,23:00:00,20,NA,NA,0,NA,NA
2018,4-Jul,23:00:00,30,NA,NA,0,NA,NA
2018,4-Jul,23:00:00,40,NA,NA,0,NA,NA
2018,4-Jul,23:00:00,50,NA,NA,0,NA,NA
2018,5-Jul,00:00:00,0,0,0,0,EPA,NA
2018,5-Jul,00:00:00,10,0,1,-1,EPA,NA
2018,5-Jul,00:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,00:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,00:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,00:00:00,50,NA,NA,0,NA,NA
2018,5-Jul,01:00:00,0,0,0,0,EPA,NA
2018,5-Jul,01:00:00,10,0,0,0,EPA,NA
2018,5-Jul,01:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,01:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,01:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,01:00:00,50,NA,NA,0,NA,NA
2018,5-Jul,02:00:00,0,0,0,0,EPA,NA
2018,5-Jul,02:00:00,10,2,0,2,EPA,NA
2018,5-Jul,02:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,02:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,02:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,02:00:00,50,NA,NA,0,NA,NA
2018,5-Jul,03:00:00,0,0,0,0,EPA,NA
2018,5-Jul,03:00:00,10,0,0,0,EPA,NA
2018,5-Jul,03:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,03:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,03:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,03:00:00,50,NA,NA,0,NA,NA
2018,5-Jul,04:00:00,0,0,0,0,EPA,NA
2018,5-Jul,04:00:00,10,0,0,0,EPA,NA
2018,5-Jul,04:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,04:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,04:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,04:00:00,50,1,0,1,TH,NA
2018,5-Jul,05:00:00,0,0,0,0,TH,NA
2018,5-Jul,05:00:00,10,1,0,1,WK,NA
2018,5-Jul,05:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,05:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,05:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,05:00:00,50,NA,NA,0,NA,NA
2018,5-Jul,06:00:00,0,1,0,1,WK,NA
2018,5-Jul,06:00:00,10,0,0,0,WK,NA
2018,5-Jul,06:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,06:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,06:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,06:00:00,50,0,0,0,TH,NA
2018,5-Jul,07:00:00,0,0,0,0,TH,NA
2018,5-Jul,07:00:00,10,0,0,0,WK,NA
2018,5-Jul,07:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,07:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,07:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,07:00:00,50,NA,NA,0,NA,NA
2018,5-Jul,08:00:00,0,0,0,0,WK,NA
2018,5-Jul,08:00:00,10,0,0,0,WK,NA
2018,5-Jul,08:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,08:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,08:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,08:00:00,50,0,0,0,TH,NA
2018,5-Jul,09:00:00,0,0,0,0,TH,NA
2018,5-Jul,09:00:00,10,1,0,1,WK,NA
2018,5-Jul,09:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,09:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,09:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,09:00:00,50,NA,NA,0,NA,NA
2018,5-Jul,10:00:00,0,0,0,0,WK,NA
2018,5-Jul,10:00:00,10,0,0,0,WK,NA
2018,5-Jul,10:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,10:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,10:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,10:00:00,50,0,0,0,TH,NA
2018,5-Jul,11:00:00,0,1,0,1,TH,NA
2018,5-Jul,11:00:00,10,0,0,0,WK,NA
2018,5-Jul,11:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,11:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,11:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,11:00:00,50,NA,NA,0,NA,NA
2018,5-Jul,12:00:00,0,0,0,0,WK,NA
2018,5-Jul,12:00:00,10,0,0,0,WK,NA
2018,5-Jul,12:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,12:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,12:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,12:00:00,50,0,0,0,TH,NA
2018,5-Jul,13:00:00,0,0,0,0,TH,NA
2018,5-Jul,13:00:00,10,0,0,0,WK,NA
2018,5-Jul,13:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,13:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,13:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,13:00:00,50,NA,NA,0,NA,NA
2018,5-Jul,14:00:00,0,0,0,0,WK,NA
2018,5-Jul,14:00:00,10,0,0,0,WK,NA
2018,5-Jul,14:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,14:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,14:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,14:00:00,50,0,0,0,TH,NA
2018,5-Jul,15:00:00,0,0,0,0,TH,NA
2018,5-Jul,15:00:00,10,0,0,0,WK,NA
2018,5-Jul,15:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,15:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,15:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,15:00:00,50,NA,NA,0,NA,NA
2018,5-Jul,16:00:00,0,0,0,0,WK,NA
2018,5-Jul,16:00:00,10,0,0,0,WK,NA
2018,5-Jul,16:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,16:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,16:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,16:00:00,50,0,0,0,TH,NA
2018,5-Jul,17:00:00,0,0,0,0,TH,NA
2018,5-Jul,17:00:00,10,0,0,0,WK,NA
2018,5-Jul,17:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,17:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,17:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,17:00:00,50,NA,NA,0,NA,NA
2018,5-Jul,18:00:00,0,0,0,0,WK,NA
2018,5-Jul,18:00:00,10,0,0,0,WK,NA
2018,5-Jul,18:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,18:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,18:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,18:00:00,50,0,0,0,TH,NA
2018,5-Jul,19:00:00,0,0,0,0,TH,NA
2018,5-Jul,19:00:00,10,0,0,0,WK,NA
2018,5-Jul,19:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,19:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,19:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,19:00:00,50,NA,NA,0,NA,NA
2018,5-Jul,20:00:00,0,0,0,0,WK,NA
2018,5-Jul,20:00:00,10,0,0,0,WK,NA
2018,5-Jul,20:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,20:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,20:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,20:00:00,50,0,0,0,TH,NA
2018,5-Jul,21:00:00,0,0,0,0,TH,NA
2018,5-Jul,21:00:00,10,0,0,0,WK,NA
2018,5-Jul,21:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,21:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,21:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,21:00:00,50,NA,NA,0,NA,NA
2018,5-Jul,22:00:00,0,0,0,0,WK,NA
2018,5-Jul,22:00:00,10,0,0,0,WK,NA
2018,5-Jul,22:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,22:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,22:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,22:00:00,50,0,0,0,TH,NA
2018,5-Jul,23:00:00,0,1,0,1,TH,Fish disappears
2018,5-Jul,23:00:00,10,0,0,0,WK,NA
2018,5-Jul,23:00:00,20,NA,NA,0,NA,NA
2018,5-Jul,23:00:00,30,NA,NA,0,NA,NA
2018,5-Jul,23:00:00,40,NA,NA,0,NA,NA
2018,5-Jul,23:00:00,50,NA,NA,0,NA,NA
2018,6-Jul,00:00:00,0,1,0,1,EPA,NA
2018,6-Jul,00:00:00,10,3,0,3,EPA,NA
2018,6-Jul,00:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,00:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,00:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,00:00:00,50,NA,NA,0,NA,NA
2018,6-Jul,01:00:00,0,0,0,0,EPA,NA
2018,6-Jul,01:00:00,10,0,0,0,EPA,NA
2018,6-Jul,01:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,01:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,01:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,01:00:00,50,NA,NA,0,NA,NA
2018,6-Jul,02:00:00,0,0,0,0,EPA,NA
2018,6-Jul,02:00:00,10,0,0,0,EPA,NA
2018,6-Jul,02:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,02:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,02:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,02:00:00,50,NA,NA,0,NA,NA
2018,6-Jul,03:00:00,0,0,0,0,EPA,NA
2018,6-Jul,03:00:00,10,0,0,0,EPA,NA
2018,6-Jul,03:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,03:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,03:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,03:00:00,50,NA,NA,0,NA,NA
2018,6-Jul,04:00:00,0,0,0,0,EPA,NA
2018,6-Jul,04:00:00,10,1,0,1,DY,NA
2018,6-Jul,04:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,04:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,04:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,04:00:00,50,0,0,0,TH,NA
2018,6-Jul,05:00:00,0,0,0,0,TH,NA
2018,6-Jul,05:00:00,10,0,0,0,WK,NA
2018,6-Jul,05:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,05:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,05:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,05:00:00,50,NA,NA,0,NA,NA
2018,6-Jul,06:00:00,0,0,0,0,WK,NA
2018,6-Jul,06:00:00,10,1,0,1,WK,NA
2018,6-Jul,06:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,06:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,06:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,06:00:00,50,0,0,0,TH,NA
2018,6-Jul,07:00:00,0,0,0,0,TH,NA
2018,6-Jul,07:00:00,10,0,0,0,WK,NA
2018,6-Jul,07:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,07:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,07:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,07:00:00,50,NA,NA,0,NA,NA
2018,6-Jul,08:00:00,0,0,0,0,WK,NA
2018,6-Jul,08:00:00,10,0,0,0,WK,NA
2018,6-Jul,08:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,08:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,08:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,08:00:00,50,NA,NA,0,NA,Didson down
2018,6-Jul,09:00:00,0,NA,NA,0,NA,Didson down
2018,6-Jul,09:00:00,10,NA,NA,0,NA,Didson down
2018,6-Jul,09:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,09:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,09:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,09:00:00,50,NA,NA,0,NA,NA
2018,6-Jul,10:00:00,0,NA,NA,0,NA,Didson down
2018,6-Jul,10:00:00,10,NA,NA,0,NA,Didson down
2018,6-Jul,10:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,10:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,10:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,10:00:00,50,1,0,1,TH,NA
2018,6-Jul,11:00:00,0,0,0,0,TH,NA
2018,6-Jul,11:00:00,10,0,0,0,WK,NA
2018,6-Jul,11:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,11:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,11:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,11:00:00,50,NA,NA,0,NA,NA
2018,6-Jul,12:00:00,0,0,0,0,WK,NA
2018,6-Jul,12:00:00,10,0,0,0,WK,NA
2018,6-Jul,12:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,12:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,12:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,12:00:00,50,0,0,0,TH,NA
2018,6-Jul,13:00:00,0,0,0,0,TH,NA
2018,6-Jul,13:00:00,10,0,0,0,WK,NA
2018,6-Jul,13:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,13:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,13:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,13:00:00,50,NA,NA,0,NA,NA
2018,6-Jul,14:00:00,0,0,0,0,WK,NA
2018,6-Jul,14:00:00,10,0,0,0,WK,NA
2018,6-Jul,14:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,14:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,14:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,14:00:00,50,0,0,0,TH,NA
2018,6-Jul,15:00:00,0,0,0,0,TH,NA
2018,6-Jul,15:00:00,10,0,0,0,WK,NA
2018,6-Jul,15:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,15:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,15:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,15:00:00,50,NA,NA,0,NA,NA
2018,6-Jul,16:00:00,0,0,0,0,WK,NA
2018,6-Jul,16:00:00,10,0,0,0,WK,NA
2018,6-Jul,16:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,16:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,16:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,16:00:00,50,0,0,0,TH,NA
2018,6-Jul,17:00:00,0,0,0,0,TH,NA
2018,6-Jul,17:00:00,10,0,0,0,WK,NA
2018,6-Jul,17:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,17:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,17:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,17:00:00,50,NA,NA,0,NA,NA
2018,6-Jul,18:00:00,0,0,0,0,WK,NA
2018,6-Jul,18:00:00,10,1,0,1,WK,NA
2018,6-Jul,18:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,18:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,18:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,18:00:00,50,0,0,0,TH,NA
2018,6-Jul,19:00:00,0,0,0,0,TH,NA
2018,6-Jul,19:00:00,10,0,0,0,WK,NA
2018,6-Jul,19:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,19:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,19:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,19:00:00,50,NA,NA,0,NA,NA
2018,6-Jul,20:00:00,0,0,0,0,WK,NA
2018,6-Jul,20:00:00,10,0,0,0,WK,NA
2018,6-Jul,20:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,20:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,20:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,20:00:00,50,0,0,0,TH,NA
2018,6-Jul,21:00:00,0,0,0,0,TH,NA
2018,6-Jul,21:00:00,10,0,0,0,WK,NA
2018,6-Jul,21:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,21:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,21:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,21:00:00,50,NA,NA,0,NA,NA
2018,6-Jul,22:00:00,0,0,0,0,WK,NA
2018,6-Jul,22:00:00,10,0,0,0,WK,NA
2018,6-Jul,22:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,22:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,22:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,22:00:00,50,0,0,0,TH,NA
2018,6-Jul,23:00:00,0,0,0,0,TH,NA
2018,6-Jul,23:00:00,10,0,0,0,WK,NA
2018,6-Jul,23:00:00,20,NA,NA,0,NA,NA
2018,6-Jul,23:00:00,30,NA,NA,0,NA,NA
2018,6-Jul,23:00:00,40,NA,NA,0,NA,NA
2018,6-Jul,23:00:00,50,NA,NA,0,NA,NA
2018,7-Jul,00:00:00,0,1,0,1,EPA,NA
2018,7-Jul,00:00:00,10,1,0,1,EPA,NA
2018,7-Jul,00:00:00,20,NA,NA,0,NA,NA
2018,7-Jul,00:00:00,30,NA,NA,0,NA,NA
2018,7-Jul,00:00:00,40,NA,NA,0,NA,NA
2018,7-Jul,00:00:00,50,NA,NA,0,NA,NA
2018,7-Jul,01:00:00,0,2,0,2,EPA,NA
2018,7-Jul,01:00:00,10,1,0,1,EPA,NA
2018,7-Jul,01:00:00,20,NA,NA,0,NA,NA
2018,7-Jul,01:00:00,30,NA,NA,0,NA,NA
2018,7-Jul,01:00:00,40,NA,NA,0,NA,NA
2018,7-Jul,01:00:00,50,NA,NA,0,NA,NA
