Year,Location,Date,Hour,LBank,RBank,Count,Expanded Count,Cumulative,Comments,Exp Fraction,Exp Frac Cumul,,
2000,Newhalen,2-Jul,0,,,0,0,0,,,,,
2000,Newhalen,2-Jul,1,,,0,0,0,,,,,
2000,Newhalen,2-Jul,2,,,0,0,0,,,,,
2000,Newhalen,2-Jul,3,,,0,0,0,,,,,
2000,Newhalen,2-Jul,4,,,0,0,0,,,,,
2000,Newhalen,2-Jul,5,,,0,0,0,,,,,
2000,Newhalen,2-Jul,6,,,0,0,0,,,,,
2000,Newhalen,2-Jul,7,,,0,0,0,,,,,
2000,Newhalen,2-Jul,8,,,0,0,0,,,,,
2000,Newhalen,2-Jul,9,,,0,0,0,,,,,
2000,Newhalen,2-Jul,10,,,0,0,0,,,,,
2000,Newhalen,2-Jul,11,,,0,0,0,,,,,
2000,Newhalen,2-Jul,12,,,0,0,0,,,,,
2000,Newhalen,2-Jul,13,,,0,0,0,,,,,
2000,Newhalen,2-Jul,14,,,0,0,0,,,,,
2000,Newhalen,2-Jul,15,,0,0,0,0,,,,,
2000,Newhalen,2-Jul,16,,0,0,0,0,,,,,
2000,Newhalen,2-Jul,17,,0,0,0,0,,,,,
2000,Newhalen,2-Jul,18,,0,0,0,0,,,,,
2000,Newhalen,2-Jul,19,,,0,0,0,,,,,
2000,Newhalen,2-Jul,20,,,0,0,0,,,,,
2000,Newhalen,2-Jul,21,,,0,0,0,,,,,
2000,Newhalen,2-Jul,22,,,0,0,0,,,,,
2000,Newhalen,2-Jul,23,,,0,0,0,,,,,
2000,Newhalen,3-Jul,0,,,0,0,0,,,,,
2000,Newhalen,3-Jul,1,,,0,0,0,,,,,
2000,Newhalen,3-Jul,2,,,0,0,0,,,,,
2000,Newhalen,3-Jul,3,,,0,0,0,,,,,
2000,Newhalen,3-Jul,4,,,0,0,0,,,,,
2000,Newhalen,3-Jul,5,,,0,0,0,,,,,
2000,Newhalen,3-Jul,6,,,0,0,0,,,,,
2000,Newhalen,3-Jul,7,,,0,0,0,,,,,
2000,Newhalen,3-Jul,8,,,0,0,0,,,,,
2000,Newhalen,3-Jul,9,,,0,0,0,,,,,
2000,Newhalen,3-Jul,10,,,0,0,0,,,,,
2000,Newhalen,3-Jul,11,,,0,0,0,,,,,
2000,Newhalen,3-Jul,12,,,0,0,0,,,,,
2000,Newhalen,3-Jul,13,,,0,0,0,,,,,
2000,Newhalen,3-Jul,14,,,0,0,0,,,,,
2000,Newhalen,3-Jul,15,,,0,0,0,,,,,
2000,Newhalen,3-Jul,16,0,0,0,0,0,,,,,
2000,Newhalen,3-Jul,17,6,0,6,36,36,,,,,
2000,Newhalen,3-Jul,18,12,0,12,72,108,,,,,
2000,Newhalen,3-Jul,19,0,0,0,0,108,,,,,
2000,Newhalen,3-Jul,20,0,0,0,0,108,,,,,
2000,Newhalen,3-Jul,21,0,0,0,0,108,,,,,
2000,Newhalen,3-Jul,22,0,,0,0,108,,,,,
2000,Newhalen,3-Jul,23,,,0,0,108,,,,,
2000,Newhalen,4-Jul,0,,,0,0,108,,,,,
2000,Newhalen,4-Jul,1,,,0,0,108,,,,,
2000,Newhalen,4-Jul,2,,,0,0,108,,,,,
2000,Newhalen,4-Jul,3,,,0,0,108,,,,,
2000,Newhalen,4-Jul,4,0,0,0,0,108,,,,,
2000,Newhalen,4-Jul,5,0,0,0,0,108,,,,,
2000,Newhalen,4-Jul,6,0,0,0,0,108,,,,,
2000,Newhalen,4-Jul,7,0,0,0,0,108,,,,,
2000,Newhalen,4-Jul,8,0,0,0,0,108,,,,,
2000,Newhalen,4-Jul,9,,2,2,12,120,,,,,
2000,Newhalen,4-Jul,10,,0,0,0,120,,,,,
2000,Newhalen,4-Jul,11,,0,0,0,120,,,,,
2000,Newhalen,4-Jul,12,0,0,0,0,120,,,,,
2000,Newhalen,4-Jul,13,11,0,11,66,186,,,,,
2000,Newhalen,4-Jul,14,0,0,0,0,186,,,,,
2000,Newhalen,4-Jul,15,5,0,5,30,216,,,,,
2000,Newhalen,4-Jul,16,0,0,0,0,216,,,,,
2000,Newhalen,4-Jul,17,7,0,7,42,258,,,,,
2000,Newhalen,4-Jul,18,13,0,13,78,336,,,,,
2000,Newhalen,4-Jul,19,0,0,0,0,336,,,,,
2000,Newhalen,4-Jul,20,,,0,0,336,,,,,
2000,Newhalen,4-Jul,21,,,0,0,336,,,,,
2000,Newhalen,4-Jul,22,,,0,0,336,,,,,
2000,Newhalen,4-Jul,23,,,0,0,336,,,,,
2000,Newhalen,5-Jul,0,,,0,0,336,,,,,
2000,Newhalen,5-Jul,1,,,0,0,336,,,,,
2000,Newhalen,5-Jul,2,,,0,0,336,,,,,
2000,Newhalen,5-Jul,3,,,0,0,336,,,,,
2000,Newhalen,5-Jul,4,0,0,0,0,336,,,,,
2000,Newhalen,5-Jul,5,0,0,0,0,336,,,,,
2000,Newhalen,5-Jul,6,0,0,0,0,336,,,,,
2000,Newhalen,5-Jul,7,0,4,4,24,360,,,,,
2000,Newhalen,5-Jul,8,4,0,4,24,384,,,,,
2000,Newhalen,5-Jul,9,0,0,0,0,384,,,,,
2000,Newhalen,5-Jul,10,0,0,0,0,384,,,,,
2000,Newhalen,5-Jul,11,1,0,1,6,390,,,,,
2000,Newhalen,5-Jul,12,0,0,0,0,390,,,,,
2000,Newhalen,5-Jul,13,0,0,0,0,390,,,,,
2000,Newhalen,5-Jul,14,0,0,0,0,390,,,,,
2000,Newhalen,5-Jul,15,0,4,4,24,414,,,,,
2000,Newhalen,5-Jul,16,3,5,8,48,462,,,,,
2000,Newhalen,5-Jul,17,15,1,16,96,558,,,,,
2000,Newhalen,5-Jul,18,6,0,6,36,594,,,,,
2000,Newhalen,5-Jul,19,0,0,0,0,594,,,,,
2000,Newhalen,5-Jul,20,28,0,28,168,762,,,,,
2000,Newhalen,5-Jul,21,24,0,24,144,906,,,,,
2000,Newhalen,5-Jul,22,20,0,20,120,"1,026",,,,,
2000,Newhalen,5-Jul,23,19,0,19,114,"1,140",,,,,
2000,Newhalen,6-Jul,0,,,0,0,"1,140",,,,,
2000,Newhalen,6-Jul,1,,,0,0,"1,140",,,,,
2000,Newhalen,6-Jul,2,,,0,0,"1,140",,,,,
2000,Newhalen,6-Jul,3,,,0,0,"1,140",,,,,
2000,Newhalen,6-Jul,4,16,0,16,96,"1,236",,,,,
2000,Newhalen,6-Jul,5,6,0,6,36,"1,272",,,,,
2000,Newhalen,6-Jul,6,0,0,0,0,"1,272",,,,,
2000,Newhalen,6-Jul,7,22,0,22,132,"1,404",,,,,
2000,Newhalen,6-Jul,8,12,0,12,72,"1,476",,,,,
2000,Newhalen,6-Jul,9,32,0,32,192,"1,668",,,,,
2000,Newhalen,6-Jul,10,0,0,0,0,"1,668",,,,,
2000,Newhalen,6-Jul,11,5,0,5,30,"1,698",,,,,
2000,Newhalen,6-Jul,12,6,0,6,36,"1,734",,,,,
2000,Newhalen,6-Jul,13,3,0,3,18,"1,752",,,,,
2000,Newhalen,6-Jul,14,65,0,65,390,"2,142",,,,,
2000,Newhalen,6-Jul,15,35,0,35,210,"2,352",,,,,
2000,Newhalen,6-Jul,16,16,0,16,96,"2,448",,,,,
2000,Newhalen,6-Jul,17,11,0,11,66,"2,514",,,,,
2000,Newhalen,6-Jul,18,14,0,14,84,"2,598",,,,,
2000,Newhalen,6-Jul,19,6,0,6,36,"2,634",,,,,
2000,Newhalen,6-Jul,20,60,0,60,360,"2,994",,,,,
2000,Newhalen,6-Jul,21,94,0,94,564,"3,558",,,,,
2000,Newhalen,6-Jul,22,0,0,0,0,"3,558",,,,,
2000,Newhalen,6-Jul,23,0,0,0,0,"3,558",,,,,
2000,Newhalen,7-Jul,0,,,0,0,"3,558",,,,,
2000,Newhalen,7-Jul,1,,,0,0,"3,558",,,,,
2000,Newhalen,7-Jul,2,,,0,0,"3,558",,,,,
2000,Newhalen,7-Jul,3,,,0,0,"3,558",,,,,
2000,Newhalen,7-Jul,4,0,0,0,0,"3,558",,,,,
2000,Newhalen,7-Jul,5,12,0,12,72,"3,630",,,,,
2000,Newhalen,7-Jul,6,6,0,6,36,"3,666",,,,,
2000,Newhalen,7-Jul,7,18,0,18,108,"3,774",,,,,
2000,Newhalen,7-Jul,8,3,0,3,18,"3,792",,,,,
2000,Newhalen,7-Jul,9,41,0,41,246,"4,038",,,,,
2000,Newhalen,7-Jul,10,16,0,16,96,"4,134",,,,,
2000,Newhalen,7-Jul,11,12,0,12,72,"4,206",,,,,
2000,Newhalen,7-Jul,12,0,0,0,0,"4,206",,,,,
2000,Newhalen,7-Jul,13,0,0,0,0,"4,206",,,,,
2000,Newhalen,7-Jul,14,0,0,0,0,"4,206",,,,,
2000,Newhalen,7-Jul,15,6,0,6,36,"4,242",,,,,
2000,Newhalen,7-Jul,16,12,0,12,72,"4,314",,,,,
2000,Newhalen,7-Jul,17,10,0,10,60,"4,374",,,,,
2000,Newhalen,7-Jul,18,32,0,32,192,"4,566",,,,,
2000,Newhalen,7-Jul,19,18,0,18,108,"4,674",,,,,
2000,Newhalen,7-Jul,20,2,0,2,12,"4,686",,,,,
2000,Newhalen,7-Jul,21,48,0,48,288,"4,974",,,,,
2000,Newhalen,7-Jul,22,9,0,9,54,"5,028",,,,,
2000,Newhalen,7-Jul,23,6,0,6,36,"5,064",,,,,
2000,Newhalen,8-Jul,0,,,0,0,"5,064",,,,,
2000,Newhalen,8-Jul,1,,,0,0,"5,064",,,,,
2000,Newhalen,8-Jul,2,,,0,0,"5,064",,,,,
2000,Newhalen,8-Jul,3,,,0,0,"5,064",,,,,
2000,Newhalen,8-Jul,4,11,0,11,66,"5,130",,,,,
2000,Newhalen,8-Jul,5,20,0,20,120,"5,250",,,,,
2000,Newhalen,8-Jul,6,8,0,8,48,"5,298",,,,,
2000,Newhalen,8-Jul,7,56,0,56,336,"5,634",,,,,
2000,Newhalen,8-Jul,8,46,0,46,276,"5,910",,,,,
2000,Newhalen,8-Jul,9,28,0,28,168,"6,078",,,,,
2000,Newhalen,8-Jul,10,18,8,26,156,"6,234",,,,,
2000,Newhalen,8-Jul,11,0,0,0,0,"6,234",,,,,
2000,Newhalen,8-Jul,12,13,0,13,78,"6,312",,,,,
2000,Newhalen,8-Jul,13,7,0,7,42,"6,354",,,,,
2000,Newhalen,8-Jul,14,5,0,5,30,"6,384",,,,,
2000,Newhalen,8-Jul,15,0,0,0,0,"6,384",,,,,
2000,Newhalen,8-Jul,16,22,0,22,132,"6,516",,,,,
2000,Newhalen,8-Jul,17,48,0,48,288,"6,804",,,,,
2000,Newhalen,8-Jul,18,55,1,56,336,"7,140",,,,,
2000,Newhalen,8-Jul,19,51,0,51,306,"7,446",,,,,
2000,Newhalen,8-Jul,20,7,0,7,42,"7,488",,,,,
2000,Newhalen,8-Jul,21,60,0,60,360,"7,848",,,,,
2000,Newhalen,8-Jul,22,26,0,26,156,"8,004",,,,,
2000,Newhalen,8-Jul,23,0,0,0,0,"8,004",,,,,
2000,Newhalen,9-Jul,0,,,0,0,"8,004",,,,,
2000,Newhalen,9-Jul,1,,,0,0,"8,004",,,,,
2000,Newhalen,9-Jul,2,,,0,0,"8,004",,,,,
2000,Newhalen,9-Jul,3,,,0,0,"8,004",,,,,
2000,Newhalen,9-Jul,4,0,0,0,0,"8,004",,,,,
2000,Newhalen,9-Jul,5,12,0,12,72,"8,076",,,,,
2000,Newhalen,9-Jul,6,1,0,1,6,"8,082",,,,,
2000,Newhalen,9-Jul,7,31,0,31,186,"8,268",,,,,
2000,Newhalen,9-Jul,8,19,0,19,114,"8,382",,,,,
2000,Newhalen,9-Jul,9,4,0,4,24,"8,406",,,,,
2000,Newhalen,9-Jul,10,0,0,0,0,"8,406",,,,,
2000,Newhalen,9-Jul,11,3,0,3,18,"8,424",,,,,
2000,Newhalen,9-Jul,12,4,0,4,24,"8,448",,,,,
2000,Newhalen,9-Jul,13,11,0,11,66,"8,514",,,,,
2000,Newhalen,9-Jul,14,11,0,11,66,"8,580",,,,,
2000,Newhalen,9-Jul,15,13,0,13,78,"8,658",,,,,
2000,Newhalen,9-Jul,16,10,1,11,66,"8,724",,,,,
2000,Newhalen,9-Jul,17,12,0,12,72,"8,796",,,,,
2000,Newhalen,9-Jul,18,28,0,28,168,"8,964",,,,,
2000,Newhalen,9-Jul,19,19,0,19,114,"9,078",,,,,
2000,Newhalen,9-Jul,20,36,0,36,216,"9,294",,,,,
2000,Newhalen,9-Jul,21,44,0,44,264,"9,558",,,,,
2000,Newhalen,9-Jul,22,9,0,9,54,"9,612",,,,,
2000,Newhalen,9-Jul,23,4,0,4,24,"9,636",,,,,
2000,Newhalen,10-Jul,0,,,0,0,"9,636",,,,,
2000,Newhalen,10-Jul,1,,,0,0,"9,636",,,,,
2000,Newhalen,10-Jul,2,,,0,0,"9,636",,,,,
2000,Newhalen,10-Jul,3,,,0,0,"9,636",,,,,
2000,Newhalen,10-Jul,4,47,0,47,282,"9,918",,,,,
2000,Newhalen,10-Jul,5,9,0,9,54,"9,972",,,,,
2000,Newhalen,10-Jul,6,20,0,20,120,"10,092",,,,,
2000,Newhalen,10-Jul,7,2,0,2,12,"10,104",,,,,
2000,Newhalen,10-Jul,8,3,1,4,24,"10,128",,,,,
2000,Newhalen,10-Jul,9,33,0,33,198,"10,326",,,,,
2000,Newhalen,10-Jul,10,20,0,20,120,"10,446",,,,,
2000,Newhalen,10-Jul,11,0,0,0,0,"10,446",,,,,
2000,Newhalen,10-Jul,12,6,0,6,36,"10,482",,,,,
2000,Newhalen,10-Jul,13,4,0,4,24,"10,506",,,,,
2000,Newhalen,10-Jul,14,0,0,0,0,"10,506",,,,,
2000,Newhalen,10-Jul,15,0,0,0,0,"10,506",,,,,
2000,Newhalen,10-Jul,16,0,0,0,0,"10,506",,,,,
2000,Newhalen,10-Jul,17,0,0,0,0,"10,506",,,,,
2000,Newhalen,10-Jul,18,11,0,11,66,"10,572",,,,,
2000,Newhalen,10-Jul,19,15,0,15,90,"10,662",,,,,
2000,Newhalen,10-Jul,20,3,0,3,18,"10,680",,,,,
2000,Newhalen,10-Jul,21,15,0,15,90,"10,770",,,,,
2000,Newhalen,10-Jul,22,0,0,0,0,"10,770",,,,,
2000,Newhalen,10-Jul,23,27,1,28,168,"10,938",,,,,
2000,Newhalen,11-Jul,0,,,0,0,"10,938",,,,,
2000,Newhalen,11-Jul,1,,,0,0,"10,938",,,,,
2000,Newhalen,11-Jul,2,,,0,0,"10,938",,,,,
2000,Newhalen,11-Jul,3,,,0,0,"10,938",,,,,
2000,Newhalen,11-Jul,4,0,0,0,0,"10,938",,,,,
2000,Newhalen,11-Jul,5,121,0,121,726,"11,664",,,,,
2000,Newhalen,11-Jul,6,7,0,7,42,"11,706",,,,,
2000,Newhalen,11-Jul,7,0,0,0,0,"11,706",,,,,
2000,Newhalen,11-Jul,8,29,0,29,174,"11,880",,,,,
2000,Newhalen,11-Jul,9,1,0,1,6,"11,886",,,,,
2000,Newhalen,11-Jul,10,0,0,0,0,"11,886",,,,,
2000,Newhalen,11-Jul,11,21,0,21,126,"12,012",,,,,
2000,Newhalen,11-Jul,12,54,0,54,324,"12,336",,,,,
2000,Newhalen,11-Jul,13,3,0,3,18,"12,354",,,,,
2000,Newhalen,11-Jul,14,1,44,45,270,"12,624",,,,,
2000,Newhalen,11-Jul,15,0,9,9,54,"12,678",,,,,
2000,Newhalen,11-Jul,16,5,0,5,30,"12,708",,,,,
2000,Newhalen,11-Jul,17,6,15,21,126,"12,834",,,,,
2000,Newhalen,11-Jul,18,26,8,34,204,"13,038",,,,,
2000,Newhalen,11-Jul,19,21,0,21,126,"13,164",,,,,
2000,Newhalen,11-Jul,20,9,0,9,54,"13,218",,,,,
2000,Newhalen,11-Jul,21,154,0,154,924,"14,142",,,,,
2000,Newhalen,11-Jul,22,22,0,22,132,"14,274",,,,,
2000,Newhalen,11-Jul,23,24,0,24,144,"14,418",,,,,
2000,Newhalen,12-Jul,0,,,0,0,"14,418",,,,,
2000,Newhalen,12-Jul,1,,,0,0,"14,418",,,,,
2000,Newhalen,12-Jul,2,,,0,0,"14,418",,,,,
2000,Newhalen,12-Jul,3,,,0,0,"14,418",,,,,
2000,Newhalen,12-Jul,4,32,1,33,198,"14,616",,,,,
2000,Newhalen,12-Jul,5,51,1,52,312,"14,928",,,,,
2000,Newhalen,12-Jul,6,174,0,174,1044,"15,972",,,,,
2000,Newhalen,12-Jul,7,109,0,109,654,"16,626",,,,,
2000,Newhalen,12-Jul,8,124,0,124,744,"17,370",,,,,
2000,Newhalen,12-Jul,9,155,0,155,930,"18,300",,,,,
2000,Newhalen,12-Jul,10,79,0,79,474,"18,774",,,,,
2000,Newhalen,12-Jul,11,68,0,68,408,"19,182",,,,,
2000,Newhalen,12-Jul,12,70,0,70,420,"19,602",,,,,
2000,Newhalen,12-Jul,13,9,0,9,54,"19,656",,,,,
2000,Newhalen,12-Jul,14,69,0,69,414,"20,070",,,,,
2000,Newhalen,12-Jul,15,8,0,8,48,"20,118",,,,,
2000,Newhalen,12-Jul,16,68,0,68,408,"20,526",,,,,
2000,Newhalen,12-Jul,17,8,1,9,54,"20,580",,,,,
2000,Newhalen,12-Jul,18,45,0,45,270,"20,850",,,,,
2000,Newhalen,12-Jul,19,65,0,65,390,"21,240",,,,,
2000,Newhalen,12-Jul,20,1,0,1,6,"21,246",,,,,
2000,Newhalen,12-Jul,21,7,0,7,42,"21,288",,,,,
2000,Newhalen,12-Jul,22,59,0,59,354,"21,642",,,,,
2000,Newhalen,12-Jul,23,14,0,14,84,"21,726",,,,,
2000,Newhalen,13-Jul,0,,,0,0,"21,726",,,,,
2000,Newhalen,13-Jul,1,,,0,0,"21,726",,,,,
2000,Newhalen,13-Jul,2,,,0,0,"21,726",,,,,
2000,Newhalen,13-Jul,3,,,0,0,"21,726",,,,,
2000,Newhalen,13-Jul,4,58,0,58,348,"22,074",,,,,
2000,Newhalen,13-Jul,5,117,0,117,702,"22,776",,,,,
2000,Newhalen,13-Jul,6,140,0,140,840,"23,616",,,,,
2000,Newhalen,13-Jul,7,63,0,63,378,"23,994",,,,,
2000,Newhalen,13-Jul,8,254,0,254,1524,"25,518",,,,,
2000,Newhalen,13-Jul,9,47,0,47,282,"25,800",,,,,
2000,Newhalen,13-Jul,10,104,0,104,624,"26,424",,,,,
2000,Newhalen,13-Jul,11,90,0,90,540,"26,964",,,,,
2000,Newhalen,13-Jul,12,228,0,228,1368,"28,332",,,,,
2000,Newhalen,13-Jul,13,263,0,263,1578,"29,910",,,,,
2000,Newhalen,13-Jul,14,47,0,47,282,"30,192",,,,,
2000,Newhalen,13-Jul,15,153,0,153,918,"31,110",,,,,
2000,Newhalen,13-Jul,16,173,0,173,1038,"32,148",,,,,
2000,Newhalen,13-Jul,17,57,0,57,342,"32,490",,,,,
2000,Newhalen,13-Jul,18,30,0,30,180,"32,670",,,,,
2000,Newhalen,13-Jul,19,63,0,63,378,"33,048",,,,,
2000,Newhalen,13-Jul,20,173,0,173,1038,"34,086",,,,,
2000,Newhalen,13-Jul,21,66,0,66,396,"34,482",,,,,
2000,Newhalen,13-Jul,22,0,0,0,0,"34,482",,,,,
2000,Newhalen,13-Jul,23,42,0,42,252,"34,734",,,,,
2000,Newhalen,14-Jul,0,,,0,0,"34,734",,,,,
2000,Newhalen,14-Jul,1,,,0,0,"34,734",,,,,
2000,Newhalen,14-Jul,2,,,0,0,"34,734",,,,,
2000,Newhalen,14-Jul,3,,,0,0,"34,734",,,,,
2000,Newhalen,14-Jul,4,8,0,8,48,"34,782",,,,,
2000,Newhalen,14-Jul,5,78,0,78,468,"35,250",,,,,
2000,Newhalen,14-Jul,6,107,0,107,642,"35,892",,,,,
2000,Newhalen,14-Jul,7,18,0,18,108,"36,000",,,,,
2000,Newhalen,14-Jul,8,96,0,96,576,"36,576",,,,,
2000,Newhalen,14-Jul,9,101,0,101,606,"37,182",,,,,
2000,Newhalen,14-Jul,10,48,0,48,288,"37,470",,,,,
2000,Newhalen,14-Jul,11,67,0,67,402,"37,872",,,,,
2000,Newhalen,14-Jul,12,38,0,38,228,"38,100",,,,,
2000,Newhalen,14-Jul,13,67,-1,66,396,"38,496",,,,,
2000,Newhalen,14-Jul,14,88,0,88,528,"39,024",,,,,
2000,Newhalen,14-Jul,15,141,0,141,846,"39,870",,,,,
2000,Newhalen,14-Jul,16,26,0,26,156,"40,026",,,,,
2000,Newhalen,14-Jul,17,48,0,48,288,"40,314",,,,,
2000,Newhalen,14-Jul,18,103,15,118,708,"41,022",,,,,
2000,Newhalen,14-Jul,19,28,1,29,174,"41,196",,,,,
2000,Newhalen,14-Jul,20,36,0,36,216,"41,412",,,,,
2000,Newhalen,14-Jul,21,36,0,36,216,"41,628",,,,,
2000,Newhalen,14-Jul,22,4,0,4,24,"41,652",,,,,
2000,Newhalen,14-Jul,23,6,0,6,36,"41,688",,,,,
2000,Newhalen,15-Jul,0,,,0,0,"41,688",,,,,
2000,Newhalen,15-Jul,1,,,0,0,"41,688",,,,,
2000,Newhalen,15-Jul,2,,,0,0,"41,688",,,,,
2000,Newhalen,15-Jul,3,,,0,0,"41,688",,,,,
2000,Newhalen,15-Jul,4,3,0,3,18,"41,706",,,,,
2000,Newhalen,15-Jul,5,8,3,11,66,"41,772",,,,,
2000,Newhalen,15-Jul,6,18,0,18,108,"41,880",,,,,
2000,Newhalen,15-Jul,7,37,8,45,270,"42,150",,,,,
2000,Newhalen,15-Jul,8,25,13,38,228,"42,378",,,,,
2000,Newhalen,15-Jul,9,53,0,53,318,"42,696",,,,,
2000,Newhalen,15-Jul,10,27,0,27,162,"42,858",,,,,
2000,Newhalen,15-Jul,11,4,2,6,36,"42,894",,,,,
2000,Newhalen,15-Jul,12,82,21,103,618,"43,512",,,,,
2000,Newhalen,15-Jul,13,58,11,69,414,"43,926",,,,,
2000,Newhalen,15-Jul,14,46,1,47,282,"44,208",,,,,
2000,Newhalen,15-Jul,15,9,35,44,264,"44,472",,,,,
2000,Newhalen,15-Jul,16,12,28,40,240,"44,712",,,,,
2000,Newhalen,15-Jul,17,13,10,23,138,"44,850",,,,,
2000,Newhalen,15-Jul,18,24,3,27,162,"45,012",,,,,
2000,Newhalen,15-Jul,19,5,8,13,78,"45,090",,,,,
2000,Newhalen,15-Jul,20,6,0,6,36,"45,126",,,,,
2000,Newhalen,15-Jul,21,13,0,13,78,"45,204",,,,,
2000,Newhalen,15-Jul,22,6,0,6,36,"45,240",,,,,
2000,Newhalen,15-Jul,23,4,0,4,24,"45,264",,,,,
2000,Newhalen,16-Jul,0,,,0,0,"45,264",,,,,
2000,Newhalen,16-Jul,1,,,0,0,"45,264",,,,,
2000,Newhalen,16-Jul,2,,,0,0,"45,264",,,,,
2000,Newhalen,16-Jul,3,,,0,0,"45,264",,,,,
2000,Newhalen,16-Jul,4,0,0,0,0,"45,264",,,,,
2000,Newhalen,16-Jul,5,51,5,56,336,"45,600",,,,,
2000,Newhalen,16-Jul,6,13,0,13,78,"45,678",,,,,
2000,Newhalen,16-Jul,7,0,0,0,0,"45,678",,,,,
2000,Newhalen,16-Jul,8,53,1,54,324,"46,002",,,,,
2000,Newhalen,16-Jul,9,30,0,30,180,"46,182",,,,,
2000,Newhalen,16-Jul,10,54,0,54,324,"46,506",,,,,
2000,Newhalen,16-Jul,11,78,2,80,480,"46,986",,,,,
2000,Newhalen,16-Jul,12,0,0,0,0,"46,986",,,,,
2000,Newhalen,16-Jul,13,82,0,82,492,"47,478",,,,,
2000,Newhalen,16-Jul,14,246,0,246,1476,"48,954",,,,,
2000,Newhalen,16-Jul,15,79,0,79,474,"49,428",,,,,
2000,Newhalen,16-Jul,16,49,2,51,306,"49,734",,,,,
2000,Newhalen,16-Jul,17,81,0,81,486,"50,220",,,,,
2000,Newhalen,16-Jul,18,10,0,10,60,"50,280",,,,,
2000,Newhalen,16-Jul,19,115,0,115,690,"50,970",,,,,
2000,Newhalen,16-Jul,20,49,0,49,294,"51,264",,,,,
2000,Newhalen,16-Jul,21,50,0,50,300,"51,564",,,,,
2000,Newhalen,16-Jul,22,83,0,83,498,"52,062",,,,,
2000,Newhalen,16-Jul,23,91,0,91,546,"52,608",,,,,
2000,Newhalen,17-Jul,0,,,0,0,"52,608",,,,,
2000,Newhalen,17-Jul,1,,,0,0,"52,608",,,,,
2000,Newhalen,17-Jul,2,,,0,0,"52,608",,,,,
2000,Newhalen,17-Jul,3,,,0,0,"52,608",,,,,
2000,Newhalen,17-Jul,4,11,0,11,66,"52,674",,,,,
2000,Newhalen,17-Jul,5,17,0,17,102,"52,776",,,,,
2000,Newhalen,17-Jul,6,29,0,29,174,"52,950",,,,,
2000,Newhalen,17-Jul,7,27,0,27,162,"53,112",,,,,
2000,Newhalen,17-Jul,8,0,0,0,0,"53,112",,,,,
2000,Newhalen,17-Jul,9,30,0,30,180,"53,292",,,,,
2000,Newhalen,17-Jul,10,47,0,47,282,"53,574",,,,,
2000,Newhalen,17-Jul,11,34,0,34,204,"53,778",,,,,
2000,Newhalen,17-Jul,12,4,0,4,24,"53,802",,,,,
2000,Newhalen,17-Jul,13,24,0,24,144,"53,946",,,,,
2000,Newhalen,17-Jul,14,68,0,68,408,"54,354",,,,,
2000,Newhalen,17-Jul,15,9,0,9,54,"54,408",,,,,
2000,Newhalen,17-Jul,16,29,0,29,174,"54,582",,,,,
2000,Newhalen,17-Jul,17,20,0,20,120,"54,702",,,,,
2000,Newhalen,17-Jul,18,21,0,21,126,"54,828",,,,,
2000,Newhalen,17-Jul,19,57,0,57,342,"55,170",,,,,
2000,Newhalen,17-Jul,20,0,0,0,0,"55,170",,,,,
2000,Newhalen,17-Jul,21,56,0,56,336,"55,506",,,,,
2000,Newhalen,17-Jul,22,20,0,20,120,"55,626",,,,,
2000,Newhalen,17-Jul,23,70,0,70,420,"56,046",,,,,
2000,Newhalen,18-Jul,0,,,0,0,"56,046",,,,,
2000,Newhalen,18-Jul,1,,,0,0,"56,046",,,,,
2000,Newhalen,18-Jul,2,,,0,0,"56,046",,,,,
2000,Newhalen,18-Jul,3,,,0,0,"56,046",,,,,
2000,Newhalen,18-Jul,4,15,0,15,90,"56,136",,,,,
2000,Newhalen,18-Jul,5,9,-1,8,48,"56,184",,,,,
2000,Newhalen,18-Jul,6,0,0,0,0,"56,184",,,,,
2000,Newhalen,18-Jul,7,21,0,21,126,"56,310",,,,,
2000,Newhalen,18-Jul,8,6,-1,5,30,"56,340",,,,,
2000,Newhalen,18-Jul,9,33,3,36,216,"56,556",,,,,
2000,Newhalen,18-Jul,10,50,0,50,300,"56,856",,,,,
2000,Newhalen,18-Jul,11,35,0,35,210,"57,066",,,,,
2000,Newhalen,18-Jul,12,10,0,10,60,"57,126",,,,,
2000,Newhalen,18-Jul,13,28,0,28,168,"57,294",,,,,
2000,Newhalen,18-Jul,14,36,0,36,216,"57,510",,,,,
2000,Newhalen,18-Jul,15,123,0,123,738,"58,248",,,,,
2000,Newhalen,18-Jul,16,64,0,64,384,"58,632",,,,,
2000,Newhalen,18-Jul,17,7,0,7,42,"58,674",,,,,
2000,Newhalen,18-Jul,18,50,0,50,300,"58,974",,,,,
2000,Newhalen,18-Jul,19,57,0,57,342,"59,316",,,,,
2000,Newhalen,18-Jul,20,74,0,74,444,"59,760",,,,,
2000,Newhalen,18-Jul,21,27,0,27,162,"59,922",,,,,
2000,Newhalen,18-Jul,22,7,0,7,42,"59,964",,,,,
2000,Newhalen,18-Jul,23,37,0,37,222,"60,186",,,,,
2000,Newhalen,19-Jul,0,,,0,0,"60,186",,,,,
2000,Newhalen,19-Jul,1,,,0,0,"60,186",,,,,
2000,Newhalen,19-Jul,2,,,0,0,"60,186",,,,,
2000,Newhalen,19-Jul,3,,,0,0,"60,186",,,,,
