Year,Date,Hour,Minute,Upstream,Downstream,Passage,Reviewer,Comments
2017,20-Jul,4:00,10,18,0,18,WJS,
2017,20-Jul,4:00,20,,,0,,
2017,20-Jul,4:00,30,,,0,,
2017,20-Jul,4:00,40,,,0,,
2017,20-Jul,4:00,50,69,1,68,NH,
2017,20-Jul,5:00,0,34,0,34,NH,
2017,20-Jul,5:00,10,41,0,41,WJS,
2017,20-Jul,5:00,20,,,0,,
2017,20-Jul,5:00,30,,,0,,
2017,20-Jul,5:00,40,,,0,,
2017,20-Jul,5:00,50,,,0,,
2017,20-Jul,6:00,0,30,0,30,WJS,
2017,20-Jul,6:00,10,46,1,45,WJS,
2017,20-Jul,6:00,20,,,0,,
2017,20-Jul,6:00,30,,,0,,
2017,20-Jul,6:00,40,,,0,,
2017,20-Jul,6:00,50,16,0,16,NH,
2017,20-Jul,7:00,0,7,2,5,NH,
2017,20-Jul,7:00,10,32,0,32,WJS,
2017,20-Jul,7:00,20,,,0,,
2017,20-Jul,7:00,30,,,0,,
2017,20-Jul,7:00,40,,,0,,
2017,20-Jul,7:00,50,,,0,,
2017,20-Jul,8:00,0,181,0,181,WJS,
2017,20-Jul,8:00,10,234,0,234,WJS,
2017,20-Jul,8:00,20,,,0,,
2017,20-Jul,8:00,30,,,0,,
2017,20-Jul,8:00,40,,,0,,
2017,20-Jul,8:00,50,137,1,136,NH,
2017,20-Jul,9:00,0,91,0,91,NH,
2017,20-Jul,9:00,10,80,0,80,WJS,
2017,20-Jul,9:00,20,,,0,,
2017,20-Jul,9:00,30,,,0,,
2017,20-Jul,9:00,40,,,0,,
2017,20-Jul,9:00,50,,,0,,
2017,20-Jul,10:00,0,139,0,139,WJS,
2017,20-Jul,10:00,10,159,0,159,WJS,
2017,20-Jul,10:00,20,,,0,,
2017,20-Jul,10:00,30,,,0,,
2017,20-Jul,10:00,40,,,0,,
2017,20-Jul,10:00,50,261,0,261,NH,
2017,20-Jul,11:00,0,380,0,380,NH,
2017,20-Jul,11:00,10,379,1,378,WJS,
2017,20-Jul,11:00,20,,,0,,
2017,20-Jul,11:00,30,,,0,,
2017,20-Jul,11:00,40,,,0,,
2017,20-Jul,11:00,50,,,0,,
2017,20-Jul,12:00,0,414,0,414,WJS,
2017,20-Jul,12:00,10,182,2,180,WJS,
2017,20-Jul,12:00,20,,,0,,
2017,20-Jul,12:00,30,,,0,,
2017,20-Jul,12:00,40,,,0,,
2017,20-Jul,12:00,50,198,0,198,NH,
2017,20-Jul,13:00,0,184,0,184,NH,
2017,20-Jul,13:00,10,184,11,173,WJS,
2017,20-Jul,13:00,20,,,0,,
2017,20-Jul,13:00,30,,,0,,
2017,20-Jul,13:00,40,,,0,,
2017,20-Jul,13:00,50,,,0,,
2017,20-Jul,14:00,0,159,0,159,WJS,
2017,20-Jul,14:00,10,176,2,174,WJS,
2017,20-Jul,14:00,20,,,0,,
2017,20-Jul,14:00,30,,,0,,
2017,20-Jul,14:00,40,,,0,,
2017,20-Jul,14:00,50,132,0,132,NH,
2017,20-Jul,15:00,0,129,0,129,NH,
2017,20-Jul,15:00,10,79,2,77,WJS,
2017,20-Jul,15:00,20,,,0,,
2017,20-Jul,15:00,30,,,0,,
2017,20-Jul,15:00,40,,,0,,
2017,20-Jul,15:00,50,,,0,,
2017,20-Jul,16:00,0,163,0,163,WJS,
2017,20-Jul,16:00,10,36,0,36,WJS,
2017,20-Jul,16:00,20,,,0,,
2017,20-Jul,16:00,30,,,0,,
2017,20-Jul,16:00,40,,,0,,
2017,20-Jul,16:00,50,183,0,183,NH,
2017,20-Jul,17:00,0,146,0,146,NH,
2017,20-Jul,17:00,10,69,0,69,WJS,
2017,20-Jul,17:00,20,,,0,,
2017,20-Jul,17:00,30,,,0,,
2017,20-Jul,17:00,40,,,0,,
2017,20-Jul,17:00,50,,,0,,
2017,20-Jul,18:00,0,32,0,32,WJS,
2017,20-Jul,18:00,10,49,0,49,WJS,
2017,20-Jul,18:00,20,,,0,,
2017,20-Jul,18:00,30,,,0,,
2017,20-Jul,18:00,40,,,0,,
2017,20-Jul,18:00,50,39,0,39,NH,
2017,20-Jul,19:00,0,50,0,50,NH,
2017,20-Jul,19:00,10,95,0,95,WJS,
2017,20-Jul,19:00,20,,,0,,
2017,20-Jul,19:00,30,,,0,,
2017,20-Jul,19:00,40,,,0,,
2017,20-Jul,19:00,50,,,0,,
2017,20-Jul,20:00,0,185,1,184,WJS,
2017,20-Jul,20:00,10,80,1,79,WJS,
2017,20-Jul,20:00,20,,,0,,
2017,20-Jul,20:00,30,,,0,,
2017,20-Jul,20:00,40,,,0,,
2017,20-Jul,20:00,50,72,0,72,NH,
2017,20-Jul,21:00,0,147,0,147,NH,
2017,20-Jul,21:00,10,161,2,159,WJS,
2017,20-Jul,21:00,20,,,0,,
2017,20-Jul,21:00,30,,,0,,
2017,20-Jul,21:00,40,,,0,,
2017,20-Jul,21:00,50,,,0,,
2017,20-Jul,22:00,0,54,0,54,WJS,
